ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-339,STATE_13390000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-340,STATE_13400000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-341,STATE_13410000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-342,STATE_13420000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-343,STATE_13430000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-344,STATE_13440000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-345,STATE_13450000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-346,STATE_13460000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-347,STATE_13470000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-348,STATE_13480000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-349,STATE_13490000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-350,STATE_13500000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-351,STATE_13510000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-352,STATE_13520000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-353,STATE_13530000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-354,STATE_13540000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-355,STATE_13550000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-356,STATE_13560000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-357,STATE_13570000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-358,STATE_13580000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-359,STATE_13590000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-360,STATE_13600000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-361,STATE_13610000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-362,STATE_13620000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-363,STATE_13630000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-364,STATE_13640000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-365,STATE_13650000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-366,STATE_13660000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-367,STATE_13670000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-368,STATE_13680000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-369,STATE_13690000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-370,STATE_13700000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-371,STATE_13710000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-372,STATE_13720000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-373,STATE_13730000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-374,STATE_13740000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-375,STATE_13750000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-376,STATE_13760000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-377,STATE_13770000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-378,STATE_13780000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-379,STATE_13790000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-380,STATE_13800000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-381,STATE_13810000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-382,STATE_13820000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-383,STATE_13830000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-384,STATE_13840000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-385,STATE_13850000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-386,STATE_13860000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-387,STATE_13870000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-388,STATE_13880000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-389,STATE_13890000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-390,STATE_13900000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-391,STATE_13910000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-392,STATE_13920000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-393,STATE_13930000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-394,STATE_13940000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-395,STATE_13950000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-396,STATE_13960000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-397,STATE_13970000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-398,STATE_13980000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-399,STATE_13990000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-400,STATE_14000000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-401,STATE_14010000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-402,STATE_14020000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-403,STATE_14030000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-404,STATE_14040000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-405,STATE_14050000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-406,STATE_14060000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-407,STATE_14070000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-408,STATE_14080000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-409,STATE_14090000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-410,STATE_14100000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-411,STATE_14110000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-412,STATE_14120000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-413,STATE_14130000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-414,STATE_14140000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-415,STATE_14150000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-416,STATE_14160000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-417,STATE_14170000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-418,STATE_14180000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-419,STATE_14190000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-420,STATE_14200000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-421,STATE_14210000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-422,STATE_14220000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-423,STATE_14230000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-424,STATE_14240000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-425,STATE_14250000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-426,STATE_14260000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-427,STATE_14270000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-428,STATE_14280000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-429,STATE_14290000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-430,STATE_14300000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-431,STATE_14310000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-432,STATE_14320000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-433,STATE_14330000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-434,STATE_14340000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-435,STATE_14350000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-436,STATE_14360000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-437,STATE_14370000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-438,STATE_14380000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-439,STATE_14390000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-440,STATE_14400000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-441,STATE_14410000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-442,STATE_14420000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-443,STATE_14430000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-444,STATE_14440000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-445,STATE_14450000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-446,STATE_14460000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-447,STATE_14470000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-448,STATE_14480000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-449,STATE_14490000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-450,STATE_14500000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-451,STATE_14510000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-452,STATE_14520000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-453,STATE_14530000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-454,STATE_14540000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-455,STATE_14550000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-456,STATE_14560000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-457,STATE_14570000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-458,STATE_14580000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-459,STATE_14590000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-460,STATE_14600000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-461,STATE_14610000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-462,STATE_14620000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-463,STATE_14630000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-464,STATE_14640000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-465,STATE_14650000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-466,STATE_14660000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-467,STATE_14670000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-468,STATE_14680000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-469,STATE_14690000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-470,STATE_14700000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-471,STATE_14710000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-472,STATE_14720000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-473,STATE_14730000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-474,STATE_14740000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-475,STATE_14750000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-476,STATE_14760000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-477,STATE_14770000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-478,STATE_14780000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-479,STATE_14790000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-480,STATE_14800000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-481,STATE_14810000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-482,STATE_14820000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-483,STATE_14830000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-484,STATE_14840000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-485,STATE_14850000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-486,STATE_14860000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-487,STATE_14870000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-488,STATE_14880000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-489,STATE_14890000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-490,STATE_14900000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-491,STATE_14910000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-492,STATE_14920000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-493,STATE_14930000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-494,STATE_14940000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-495,STATE_14950000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-496,STATE_14960000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-497,STATE_14970000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-498,STATE_14980000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-499,STATE_14990000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-500,STATE_15000000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-501,STATE_15010000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-502,STATE_15020000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-503,STATE_15030000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-504,STATE_15040000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-505,STATE_15050000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-506,STATE_15060000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-507,STATE_15070000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-508,STATE_15080000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-509,STATE_15090000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-510,STATE_15100000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-511,STATE_15110000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-512,STATE_15120000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-513,STATE_15130000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-514,STATE_15140000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-515,STATE_15150000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-516,STATE_15160000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-517,STATE_15170000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-518,STATE_15180000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-519,STATE_15190000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-520,STATE_15200000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-521,STATE_15210000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-522,STATE_15220000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-523,STATE_15230000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-524,STATE_15240000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-525,STATE_15250000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-526,STATE_15260000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-527,STATE_15270000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-528,STATE_15280000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-529,STATE_15290000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-530,STATE_15300000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-531,STATE_15310000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-532,STATE_15320000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-533,STATE_15330000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-534,STATE_15340000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-535,STATE_15350000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-536,STATE_15360000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-537,STATE_15370000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-538,STATE_15380000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-539,STATE_15390000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-540,STATE_15400000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-541,STATE_15410000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-542,STATE_15420000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-543,STATE_15430000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-544,STATE_15440000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-545,STATE_15450000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-546,STATE_15460000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-547,STATE_15470000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-548,STATE_15480000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-549,STATE_15490000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-550,STATE_15500000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-551,STATE_15510000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-552,STATE_15520000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-553,STATE_15530000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-554,STATE_15540000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-555,STATE_15550000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-556,STATE_15560000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-557,STATE_15570000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-558,STATE_15580000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-559,STATE_15590000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-560,STATE_15600000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-561,STATE_15610000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-562,STATE_15620000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-563,STATE_15630000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-564,STATE_15640000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-565,STATE_15650000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-566,STATE_15660000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-567,STATE_15670000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-568,STATE_15680000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-569,STATE_15690000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-570,STATE_15700000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-571,STATE_15710000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-572,STATE_15720000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-573,STATE_15730000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-574,STATE_15740000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-575,STATE_15750000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-576,STATE_15760000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-577,STATE_15770000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-578,STATE_15780000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-579,STATE_15790000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-580,STATE_15800000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-581,STATE_15810000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-582,STATE_15820000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-583,STATE_15830000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-584,STATE_15840000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-585,STATE_15850000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-586,STATE_15860000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-587,STATE_15870000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-588,STATE_15880000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-589,STATE_15890000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-590,STATE_15900000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-591,STATE_15910000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-592,STATE_15920000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-593,STATE_15930000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-594,STATE_15940000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-595,STATE_15950000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-596,STATE_15960000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-597,STATE_15970000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-598,STATE_15980000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-599,STATE_15990000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-600,STATE_16000000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-601,STATE_16010000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-602,STATE_16020000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-603,STATE_16030000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-604,STATE_16040000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-605,STATE_16050000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-606,STATE_16060000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-607,STATE_16070000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-608,STATE_16080000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-609,STATE_16090000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-610,STATE_16100000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-611,STATE_16110000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-612,STATE_16120000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-613,STATE_16130000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-614,STATE_16140000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-615,STATE_16150000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-616,STATE_16160000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-617,STATE_16170000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-618,STATE_16180000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-619,STATE_16190000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-620,STATE_16200000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-621,STATE_16210000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-622,STATE_16220000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-623,STATE_16230000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-624,STATE_16240000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-625,STATE_16250000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-626,STATE_16260000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-627,STATE_16270000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-628,STATE_16280000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-629,STATE_16290000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-630,STATE_16300000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-631,STATE_16310000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-632,STATE_16320000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-633,STATE_16330000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-634,STATE_16340000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-635,STATE_16350000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-636,STATE_16360000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-637,STATE_16370000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-638,STATE_16380000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-639,STATE_16390000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-640,STATE_16400000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-641,STATE_16410000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-642,STATE_16420000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-643,STATE_16430000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-644,STATE_16440000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-645,STATE_16450000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-646,STATE_16460000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-647,STATE_16470000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-648,STATE_16480000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-649,STATE_16490000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-650,STATE_16500000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-651,STATE_16510000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-652,STATE_16520000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-653,STATE_16530000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-654,STATE_16540000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-655,STATE_16550000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-656,STATE_16560000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-657,STATE_16570000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-658,STATE_16580000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-659,STATE_16590000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-660,STATE_16600000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-661,STATE_16610000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-662,STATE_16620000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-663,STATE_16630000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-664,STATE_16640000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-665,STATE_16650000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-666,STATE_16660000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-667,STATE_16670000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-668,STATE_16680000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-669,STATE_16690000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-670,STATE_16700000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-671,STATE_16710000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-672,STATE_16720000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-673,STATE_16730000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-674,STATE_16740000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-675,STATE_16750000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-676,STATE_16760000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-677,STATE_16770000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-678,STATE_16780000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-679,STATE_16790000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-680,STATE_16800000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-681,STATE_16810000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-682,STATE_16820000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-683,STATE_16830000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-684,STATE_16840000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-685,STATE_16850000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-686,STATE_16860000,posterior.trees,true,sample,bayesian,years,Lee_2013
posterior-687,STATE_16870000,posterior.trees,true,sample,bayesian,years,Lee_2013
